model,n_eval,accuracy,f1_yes,f1_no,f1_macro,f1_weighted
pred_gpt-4o-mini.csv,114,0.7105263157894737,0.7924528301886793,0.5217391304347826,0.6570959803117309,0.7354604723457537
pred_gpt-4o.csv,114,0.5350877192982456,0.5891472868217055,0.46464646464646464,0.5268968757340851,0.5629365874163915
